Height,Weight
168.6272639,66.47639701
209.6379745,72.9870702
195.346027,69.56323228
194.3226014,71.00356014
219.3679167,69.91563736
205.1617483,71.69714179
178.8826337,67.64994086
181.7249315,68.29555456
203.5603338,68.68725567
165.1558987,68.91577165
197.9314296,68.96087967
173.284033,67.2472352
183.9477889,68.91586364
139.5340469,65.8385445
160.1885313,64.67107555
163.6040022,66.29589772
193.9551074,67.09758575
189.8933425,66.99828973
184.223932,70.9619709
190.7955422,68.4208722
188.2006794,67.65252759
226.2077799,75.62019316
197.8793731,70.54924202
190.5134869,68.89083891
176.2465834,68.28453192
177.7270945,64.99507826
173.6915922,65.57577154
210.4636875,69.30608824
170.1005633,65.70471542
173.4598918,67.80399101
184.9366903,69.21614731
194.2869459,68.01500601
149.1496848,61.92694894
192.4707696,67.26636272
179.750808,67.67682185
202.863293,69.97090362
163.3573315,65.31346154
217.0277146,71.90600544
183.1612325,66.23390404
166.5836105,65.81494282
205.2508892,72.84494786
189.7030888,70.94944345
218.5863364,71.34380763
203.139433,71.05566416
139.9050703,61.92554729
196.2938059,68.76245756
179.9370112,67.58394143
164.1459224,67.36169467
168.1748644,65.87915656
189.7425419,68.69476215
195.1703915,69.53486155
190.4679588,66.63469083
204.4265983,69.80990157
196.1516228,68.67987369
209.6707739,71.61517875
190.9334005,69.68979533
197.9448324,70.90108637
186.7803378,68.00581399
188.6638321,70.61574398
176.3766428,71.57119416
209.3294834,73.01286326
136.1678657,60.74811787
190.9351825,69.08211963
191.4456543,69.33873763
184.9382299,67.75713771
232.313471,76.02708186
201.778854,72.22761616
188.3288071,68.92104135
174.6556973,65.33492768
183.9433388,65.93240345
187.517442,70.46668931
213.8474529,73.18104362
175.2195188,68.55087969
169.5448054,68.52940825
144.5919224,63.59645542
175.6791902,67.14424123
197.1984016,70.81637062
222.9259167,73.53028481
165.4045453,66.14106892
170.4172312,67.90684975
216.6339997,71.43337582
173.7075042,67.1126798
217.8960397,73.28391797
161.0131458,63.67258315
193.7563258,69.2253203
177.1191607,69.67012402
204.8274497,70.48544817
176.7318925,69.00467787
192.7618857,68.45789401
166.9610205,66.02473378
186.7379955,69.31816913
188.5061787,69.07774056
208.3614918,73.56227037
161.4958143,66.08768889
214.9664592,73.52598433
205.1334355,69.67906022
183.1973068,66.67678112
208.8950443,72.96166547
207.9255765,68.24687214
210.6638278,71.95662589
204.2728377,71.05863335
195.1987301,66.97694995
190.6860225,68.47800208
199.6353266,71.28444139
166.8215473,64.98045629
178.797509,66.76188387
185.7721575,68.76616172
193.7549909,68.99254357
228.8005161,71.2951946
192.3497017,69.0494784
175.9834911,66.54148202
176.1412392,68.51552345
177.4825249,67.45971531
201.7607769,71.35738241
176.8430799,68.59040604
185.5242604,69.73608671
188.041029,69.83385707
189.3844383,72.41058576
166.096744,65.43459687
170.2501787,66.26765677
212.804259,69.97430087
196.1455062,71.20919422
202.2790697,69.93740019
201.3320069,71.38602219
158.4540944,64.58878167
174.4894863,68.79298442
183.7833827,68.44574673
188.1035061,69.20157812
176.1934298,69.42601731
194.2007119,69.6062252
194.1995089,72.88170697
145.8988424,62.17833122
191.8337092,68.87470662
209.8535536,71.08008356
